test_date,address_full,lead_ppb,copper_ppb
2016-02-08 13:09:38,"3601 BALFOUR CT #13,FLINT,",656,980
2016-02-11 13:01:30,"711 W RIDGEWAY AVE,FLINT,48505",620,2080
2016-01-29 12:41:00,"3701 LARCHMONT ST,FLINT,48532",612,880
2016-01-26 12:23:44,"1620 EUCLID,FLINT,48503",566,0
2016-01-30 12:32:46,"611 THAYER ST,FLINT,48503",558,37530
2016-01-24 12:09:10,"3514 BRIARWOOD DR,FLINT,48507",543,180
2016-02-08 13:29:31,"624 DICKINSON,FLINT,48504",531,1120
2016-02-04 13:15:13,"4041 W COURT ST,FLINT,48532",509,350
2016-02-02 13:24:51,"2931 CLEMENT ST,FLINT,48304",432,34800
2016-02-11 13:01:43,"306 E MOORE ST,FLINT,48505",412,530
2016-02-06 11:42:29,"711 W RIDGEWAY AVE,FLINT,48505",401,660
2016-01-30 12:32:31,"3120 DELAWARE AVE,FLINT,48506",390,80
2016-01-25 13:07:13,"1319 LIPPINCOTT BLVD,FLINT,",376,1150
2016-01-21 16:21:33,"602 W PATERSON ST,FLINT,48503",369,350
2016-01-28 13:06:29,"1814 JASMINE AVE,FLINT,48503",363,840
2016-02-03 13:44:22,"4629 MILTON DR,FLINT,48507",331,2650
2015-09-25 11:07:28,"2801 YALE ST,FLINT,48503",327,190
2016-01-27 13:10:51,"5802 FLEMINGS RD,FLINT,48504",320,70
2016-01-29 12:42:08,"2522 NOLEN DR,FLINT,48504",310,500
2016-02-09 13:38:28,"1301 DURAND ST,FLINT,48503",306,5430
2016-01-20 13:23:08,"4519 MILTON DR,FLINT,48507",295,180
2016-01-30 12:29:04,"863 VICTORIA AVE,FLINT,48507",291,120
2016-02-08 13:07:54,"913 HUBBARD AVE,FLINT,48503",285,160
2016-01-30 12:32:43,"1416 W CASS AVE,FLINT,48505",282,760
2016-02-09 13:38:37,"1634 NEBRASKA AVE,FLINT,48506",281,360
2016-01-23 11:56:50,"3307 BRANCH RD,FLINT,48506",279,540
2016-01-26 12:18:34,"2619 LANDON,FLINT,48504",268,70
2016-02-05 13:08:46,"1040 E RUTH AVE,FLINT,48505",266,920
2016-02-03 13:43:33,"1514 WELCH BLVD,FLINT,48504",260,540
2016-01-15 11:01:56,"2406 PIERCE ST,,48503",257,250
2016-02-16 08:57:23,"1538 MASON,FLINT,48503",255,170
2016-01-28 13:05:25,"3410 HOGARTH AVENUE,FLINT,48503",254,2390
2015-10-06 12:08:05,"2801 YALE ST,FLINT,48503",253,180
2016-02-09 13:43:27,"1102 W DAYTON STREET,FLINT,48504",248,730
2016-02-05 13:10:25,"1367 WASHINGTON AVE,FLINT,",235,280
2016-01-19 16:19:22,"3413 ESTHER ST,FLINT,48505",221,0
2016-01-29 13:02:48,"905 BARRIE AVE,FLINT,48507",218,1190
2016-01-23 11:59:46,"1401 VERMILYA AVE,FLINT,48507",216,920
2015-12-29 15:13:52,"1201 N GRAND TRAVERS,FLINT,48505",213,230
2016-02-13 12:29:13,"321 SHEFFIELD AVE APT 271A,FLINT,48503",208,1460
2016-01-30 12:32:42,"966 PERRY  ST,FLINT,48504",207,660
2016-02-07 11:44:17,"411 E SECOND ST APT 215,FLINT,48503",203,0
2016-01-21 16:12:23,"515 W MARENGO,FLINT,48505",200,2130
2016-02-05 13:02:57,"2521 THOMAS ST,FLINT,48504",200,380
2016-02-14 12:01:54,"1902 NEBRASKA AVE,FLINT,48506",192,280
2016-02-01 14:31:43,"709 W HAMILTON AVE,FLINT,48504",188,580
2016-02-06 12:08:43,"726 N CHEVROLET AVE,FLINT,48504",184,360
2016-01-23 11:59:22,"3606 STERLING,FLINT,48504",183,1270
2016-01-30 12:32:44,"1709 BELLE AVE,FLINT,48506",183,270
2016-02-12 13:00:28,"1631 NEOME ST,FLINT,48503",179,150
2016-02-04 13:23:03,"2701 LANDON ST,FLINT,48504",178,210
2016-01-27 14:10:00,"2521 BROWNELL,FLINT,48304",177,70
2016-01-25 12:59:21,"2832 PROSPECT ST,FLINT,48504",174,270
2016-02-04 13:23:33,"2302 CUMINGS AVE,FLINT,",173,310
2016-02-06 11:43:18,"1325 W ATHERSTON RD,FLINT,48507",168,410
2016-02-12 13:20:18,"101N GRAND TRAVERSE,FLINT,48503",167,70
2016-02-12 13:04:33,"1602 N VIRGINIA ST,FLINT,48506",165,300
2016-02-05 13:34:39,"413 W WITHERBEE ST,FLINT,48503",162,490
2016-01-27 13:10:55,"2527 NORBERT,FLINT,48504",160,5490
2016-01-07 15:17:51,"1201 N GRAND TRAVERSE,FLINT,",158,2200
2016-01-15 11:00:33,"2540 S GRAND TRAVERSE,,",157,270
2016-02-13 12:24:54,"2026 MONTEITH STREET,FLINT,48504",154,550
2016-01-26 12:21:35,"901 HURON ST,FLINT,",153,130
2016-01-23 11:56:37,"2513 THOMAS STREET,FLINT,48504",152,280
2015-10-06 12:07:47,"1410 BLUEBERRY LN,FLINT,48507",151,140
2016-01-24 12:12:42,"3202 CIRCLE DR,FLINT,48507",147,230
2016-02-15 12:18:07,"1713 MT ELLIOTT AVE,FLINT,48504",145,220
2016-01-19 16:25:45,"2620 LANDON,,",138,440
2016-01-26 12:24:27,"2350 E. HEMPHILL RD,BURTON,48505",138,220
2016-01-21 16:13:04,"631 CLINTON ST,FLINT,48507",136,120
2016-01-24 12:13:34,"3221 WESTWOOD PARKWAY,FLINT,48503",135,5180
2016-01-27 13:09:38,"3900 HAMMERBERG RD OFC,FLINT,48507",134,1950
2016-01-27 13:15:38,"1642 N GRAND TRAVERSE ST,FLINT,48503",132,160
2015-10-26 15:42:11,"829 E WELLINGTON AVE,FLINT,48503",131,550
2016-02-16 08:56:46,"2030 E COURT ST,FLINT,48503",131,160
2016-01-29 12:41:37,"3026 BEECHER RD,FLINT,48503",131,70
2016-02-08 13:08:25,"340 CLOVERDALE PL,FLINT,48503",127,200
2016-01-27 14:10:38,"1626 BROOKSIDE DR,FLINT,48503",120,230
2016-01-31 13:06:46,"3715 TWILIGHT DR,FLINT,",118,660
2016-01-21 16:22:02,"605 W BUNDY,FLINT,48505",116,370
2016-02-09 13:44:00,"2512 E SECOND ST,FLINT,48503",116,210
2015-10-30 11:17:59,"2801 YALE ST,FLINT,48503",116,130
2016-01-31 12:38:17,"1110 SOUTH FRANKLIN AVE,FLINT,48503",115,1890
2016-02-16 08:55:59,"3421 CONCORD ST,FLINT,48504",115,380
2016-02-06 11:38:58,"426 EDMUND ST,FLINT,48505",114,0
2016-01-23 12:00:33,"3425 CLEMENT ST,FLINT,48504",113,430
2016-02-03 13:36:41,"2519 KELLAR AVE,FLINT,48504",112,910
2016-01-27 13:56:25,"1915 WELCH BLVD,FLINT,48504",112,220
2016-01-21 13:33:03,"4609 BALDWIN BLVD,FLINT,48505",109,0
2016-01-21 15:34:00,"1822 WHITTLESEY ST,FLINT,48503",108,620
2016-01-20 13:06:15,"1014 BLANCHARD AVE,FLINT,48503",106,0
2016-01-29 12:41:11,"326 FERNDALE PLACE,FLINT,48503",105,690
2016-02-11 13:19:01,"620 LOCHHEAD AVE,FLINT,48507",105,210
2016-01-29 13:01:43,"2011 WOLCOTT ST,FLINT,48504",105,0
2016-02-06 11:41:48,"3334 MENOMINEE,BURTON,48529",104,420
2016-02-12 13:14:34,"902 E COURT ST #605,FLINT,48503",104,250
2016-02-09 13:40:00,"410 W STEWART AVE,FLINT,48505",103,300
2016-02-08 13:07:55,"1208 ANN ARBOR,FLINT,",103,130
2016-01-27 13:02:59,"3605 DAVISON RD,FLINT,48506",101,150
2016-01-19 16:18:36,"3062 W STANLEY,MT MORRIS TWP,48458",98,70
2016-02-05 13:02:55,"3614 DALE AVE,FLINT,48506",97,500
2016-02-05 13:35:57,"2330 S DORT HWY,FLINT,48507",97,160
2016-02-10 14:41:49,"2745 GOLFSIDE LN,FLINT,48504",96,510
2016-02-12 13:44:40,"215 LAFAYETTE STREET,FLINT,48503",94,280
2016-01-26 13:47:39,"426 W WOOD ST,FLINT,48503",93,80
2016-01-31 12:37:59,"3216 HAWTHORNE DR,FLINT,48503",92,2510
2016-01-30 12:30:06,"4010 MILTON DRIVE,FLINT,48507",92,150
2016-01-24 12:13:35,"1723 BRIARWOOD DR,FLINT,48507",88,7930
2015-10-20 15:07:19,"2540 S GRAND TRAVERSE,FLINT,48503",88,90
2016-02-10 14:28:32,"402 E MOORE,FLINT,48505",86,340
2016-01-21 13:36:53,"1201 LINCOLN AVE,FLINT,48507",86,300
2016-02-12 13:20:07,"6610 CRANWOOD DR,FLINT,48505",86,280
2016-02-03 13:40:03,"624 STEVENSON ST,FLINT,48504",86,0
2016-01-22 12:37:31,"438 E DEWEY ST,FLINT,48505",85,170
2016-02-08 13:08:59,"160 E VAN WAGONER,FLINT,48505",85,0
2016-02-05 13:34:28,"542 E DEWEY ST,FLINT,48505",83,380
2016-02-02 13:21:13,"3006 HAWTHORNE DR,FLINT,48503",82,160
2016-02-08 13:06:32,"3023 MARYLAND AVE. APT B,FLINT,48506",82,120
2016-02-16 08:56:37,"2041 CHURCH ST,FLINT,",82,0
2016-01-22 12:35:40,"2401 HILLS ST,FLINT,48503",81,860
2016-02-16 08:56:54,"1810 KANSAS AVE,FLINT,48506",81,130
2016-01-29 13:02:20,"2641 PROCTOR AVE,FLINT,48504",80,380
2016-01-21 13:37:24,"1034 S GRAND TRAVERSE,FLINT,48502",80,50
2016-02-09 14:10:30,"3331 MENONIMEE,BURTON,",79,4890
2016-01-22 13:12:36,"418 W. FOSS AVE,FLINT,48505",78,670
2015-10-13 14:30:42,"1220 E KEARSLEY ST,FLINT,",78,270
2016-01-21 13:37:22,"2615 BROOKSIDE DR,FLINT,48503",78,120
2016-01-27 13:03:16,"2202 SLOAN ST,FLINT,",77,610
2016-02-07 11:45:46,"6802 SALLCOURT,FLINT,48505",77,340
2016-02-03 13:40:42,"2009 BARKS ST,FLINT,48503",77,70
2016-01-29 13:02:26,"1727 PENOYER,FLINT,48506",76,650
2016-02-12 13:03:03,"225 W COURT ST,FLINT,48502",76,540
2016-02-04 13:23:43,"2821 RASKOB ST,FLINT,48504",76,290
2015-09-30 13:07:00,"224 FOURTH ST,FLINT,48503",75,570
2016-01-25 13:07:16,"1401 WOODSLEA DR,FLINT,48507",75,170
2016-02-05 13:06:46,"2610 HOFF ST,FLINT,48506",75,70
2016-02-11 13:19:19,"2010 MALLER 4,FLINT,48504",75,0
2016-01-27 13:02:25,"1720 E COURT ST,FLINT,48503",74,190
2015-10-08 16:01:01,"318 BUCKINGHAM AVE,FLINT,48507",74,90
2016-02-03 13:40:17,"1515 MILBOURNE,FLINT,48503",74,60
2016-01-21 15:34:00,"1221 INGLESIDE AVE,FLINT,48507",73,150
2016-02-08 13:08:09,"1225 PETTIBONE AVE,FLINT,48507",72,750
2016-02-12 13:14:54,"3800 RICHFIELD ROAD 403,FLINT,48506",71,1000
2016-01-21 15:30:00,"2414 DUPONT ST,FLINT,48504",71,70
2016-01-30 12:32:45,"2171 LODGE RD,FLINT,48532",70,1170
2016-02-09 13:43:40,"3026 CLEMENT STREET,FLINT,48504",70,320
2016-02-09 13:43:36,"1517 LIPPINCOTT BLVD,FLINT,48503",70,150
2016-02-01 13:31:42,"515 E DARTMOUTH,FLINT,48505",69,670
2016-01-26 12:27:21,"1912 CADILLAC ST,FLINT,48504",69,360
2016-02-01 13:23:19,"1648 WISCONSIN AVE,FLINT,48506",69,0
2016-01-23 12:02:47,"2317 MOUNTAIN AVE,FLINT,48503",68,1940
2016-01-25 13:01:45,"2851 WOLCOTT ST,FLINT,48504",67,650
2016-01-21 13:40:05,"4135 MENTON RD,FLINT,48507",67,250
2016-01-21 15:31:00,"1201 WOODLAWN PARK DR,FLINT,48503",66,2040
2016-02-02 13:27:50,"2605 W COURT ST,FLINT,48503",66,200
2016-02-02 14:13:34,"1446 MABEL AVENUE,FLINT,48506",65,210
2016-02-02 13:31:02,"1013 N CHEVROLET AVE,FLINT,48504",65,90
2016-01-20 13:07:37,"2216 LYMAN ST,FLINT,48506",65,0
2016-02-03 13:34:08,"2466 GIBSON APT 2,FLINT,48503",64,460
2016-01-26 12:27:22,"3181 W SHERMAN,FLINT,48504",64,300
2016-02-05 13:05:03,"1828 HOSLER ST,FLINT,48503",64,180
2016-01-26 12:26:58,"3613 LEITH,FLINT,48506",64,80
2016-02-15 12:18:55,"913 SIMCOE AVE PO BOX 7256,FLINT,48507",64,0
2016-01-20 13:06:27,"2819 CLEMENT ST,FLINT,48504",64,0
2016-02-03 13:43:27,"1220 E KEARSLEY ST,FLINT,48503",63,710
2016-01-28 13:39:18,"5314 FLEMING RD,FLINT,48504",63,0
2016-01-21 15:48:00,"921 ADDISON STREET #2,FLINT,48505",62,7200
2016-02-10 14:28:21,"717 DICKINSON ST,FLINT,48504",62,200
2016-01-25 13:50:05,"322 FERNDALE PLACE,FLINT,48503",61,210
2016-02-10 14:41:53,"323 W SECOND ST,FLINT,48502",61,60
2016-02-06 11:43:01,"1125 BLOOR AVE,FLINT,48507",61,0
2016-01-25 12:59:31,"3331 MENOMINEE,BURTON,",60,6930
2016-01-29 13:02:34,"329 E WOOD ST APT #3,FLINT,48503",60,290
2016-02-12 13:02:01,"3509 PITKIN,FLINT,48506",58,500
2016-01-15 11:00:41,"902 HURON ST,,",57,350
2016-02-03 13:43:41,"3812 PARK FOREST DR,FLINT,48507",57,310
2016-01-27 13:14:59,"3216 M L KING BLVD,FLINT,48505",57,270
2016-02-14 12:01:55,"2529 N CHEVROLET,FLINT,48504",57,80
2016-02-01 13:28:02,"721 BARNEY AVENUE,FLINT,48503",56,290
2016-02-12 13:19:13,"3417 CIRCLE DR,FLINT,48507",56,270
2016-01-19 16:18:50,"4227 RED ARROW RD,FLINT,48507",56,210
2016-02-05 13:02:49,"1702 GRIGGS DR,FLINT,48504",56,160
2016-01-21 13:33:58,"2233 MT ELLIOTT,FLINT,48504",56,160
2016-02-03 13:41:03,"3601 BALFOUR CT APT 7,FLINT,48507",56,100
2016-02-08 13:09:42,"918 E 7TH ST UNIT 1,FLINT,48503",56,0
2016-01-19 16:18:38,"729 PIERSON ST,,",56,0
2016-02-04 13:15:53,"765 E HAMILTON AVE,FLINT,48505",55,180
2016-01-20 13:07:03,"1533 W COURT ST,FLINT,48503",55,130
2016-02-08 13:06:28,"821 DICKINSON ST,FLINT,48504",55,90
2015-11-24 15:04:01,"2521 TRUMBULL AVE,FLINT,48504",55,60
2016-01-23 12:03:03,"2910 WESTWOOD PKWY,FLINT,48503",54,390
2016-01-26 13:46:41,"720 CHURCH ST,FLINT,48502",54,90
2016-01-24 12:08:58,"4028 MANNHALL AVE,FLINT,48532",53,480
2016-01-28 13:38:51,"1514 MULBERRY LN,FLINT,48507",53,430
2016-02-03 13:44:16,"1502 INDIANA AVE,FLINT,48506",53,400
2016-02-08 13:29:32,"940 LELAND ST,FLINT,48507",53,250
2016-02-01 13:32:29,"2205 CARTIER ST,FLINT,",53,140
2016-02-16 08:57:35,"1514 WELCH BLVD,FLINT,48504",53,130
2016-02-08 13:08:18,"320 WESTMORELAND DR,FLINT,48505",53,120
2015-10-06 12:08:03,"2801 YALE ST #2,FLINT,48503",53,70
2016-02-09 13:40:13,"2546 NORBERT ST,FLINT,48504",52,310
2016-01-26 12:21:29,"1915 GLENDALE AVE,FLINT,48503",52,120
2016-01-26 12:21:38,"3619 TWILIGHT DR,FLINT,48506",51,120
2016-02-08 13:09:37,"829 FRANK ST,FLINT,48504",51,110
2016-02-12 13:10:00,"3410 CLAIRMONT ST,FLINT,48503",51,80
2016-02-13 12:29:12,"778 E BUNDY AVE,FLINT,48505",50,3220
2016-02-16 08:56:52,"1108 LIPPINCOTT BVLD,FLINT,",50,490
2016-02-03 13:34:35,"2117 N VERNON AVE,FLINT,48506",50,260
2016-02-13 12:29:24,"909 BLAIR ST,FLINT,48504",50,170
2016-01-27 13:09:35,"3013 CHICAGO BLVD,FLINT,48503",50,100
2015-11-09 15:02:16,"1426 MAPLEWOOD AVE,FLINT,48506",50,100
2016-02-12 13:19:22,"229 W ELDRIDGE AVE,FLINT,48505",50,0
2016-01-20 13:07:16,"4120 COMSTOCK  AVE,FLINT,48504",49,190
2016-02-03 13:34:27,"119 E GENESEE,FLINT,48505",49,80
2016-01-07 15:17:46,"1201 N GRAND TRAVERSE,FLINT,",49,60
2016-02-03 13:38:52,"5709 OXLEY DR,FLINT,48504",49,0
2016-01-20 13:05:51,"1109 REMINGTON AVE,FLINT,48507",49,0
2016-01-25 12:59:32,"840 REMINGTON AVE,FLINT,48507",48,380
2016-01-23 12:02:37,"1902 LAUREL OAK DR,FLINT,48507",48,190
2016-02-03 13:42:18,"902 MARQUETTE ST,FLINT,48504",48,0
2016-01-26 12:24:55,"702 W. TWELFTH ST,FLINT,48503",47,980
2015-12-29 15:14:20,"2610 ML KING AVE,FLINT,",47,730
2016-01-27 13:57:03,"1215 HUGHES AVE,FLINT,48503",47,660
2016-02-04 13:23:16,"3099 GEHRING DR,FLINT,48506",47,550
2016-01-28 13:04:36,"1517 STOCKTON ST,FLINT,48503",47,410
2016-02-12 13:15:18,"902 E COURT ST #507,FLINT,48503",47,290
2016-01-22 12:56:19,"1125 SIMCOE AVE,FLINT,48507",47,260
2016-01-26 12:21:50,"3815 CUTHBERTSON STREET,FLINT,48507",47,210
2016-02-04 13:22:07,"258 E AUSTIN AVE,FLINT,48505",47,190
2016-02-02 13:31:05,"3351 HALL AVE,FLINT,48507",47,90
2016-01-27 13:03:00,"3138 WHITTIER AVE,FLINT,48506",47,60
2016-02-03 13:44:21,"529 MLK BLVD,FLINT,48502",46,1840
2016-02-15 12:18:37,"401 W STEWART AVE,FLINT,48505",46,190
2016-02-15 12:18:21,"3312 BUICK ST,FLINT,48503",46,120
2016-01-27 13:10:23,"1129 NEUBERT AVE,FLINT,",46,100
2016-01-29 12:43:22,"6820 N CLIO RD,FLINT,48504",46,80
2016-02-01 13:24:01,"833 BELMONT AVENUE,FLINT,48503",46,70
2016-02-03 13:42:34,"322 TENNYSON AVE,FLINT,48507",45,550
2016-02-02 14:02:57,"1534 MONTERAY AVE,FLINT,48503",45,190
2016-02-03 13:41:21,"738 W ATHERTON RD APT 2,FLINT,48507",45,100
2016-02-13 12:25:09,"2554 NORBERT,FLINT,48504",44,700
2016-02-13 12:25:29,"348 E ATHERTON RD,FLINT,48507",44,570
2016-02-06 11:39:32,"915 S DORT HWY,FLINT,48503",44,190
2016-02-10 14:14:14,"4609 PENGELLY RD/MAILING BOX 7812,FLINT,48507",44,140
2016-01-23 11:57:47,"3721 BENNETT,FLINT,48506",44,110
2016-01-26 13:58:09,"426 ODETTE ST,FLINT,48503",44,0
2016-01-21 16:33:06,"4029 PROCTOR,FLINT,48504",44,0
2016-01-24 12:08:49,"410 E BAKER ST,FLINT,48505",43,80
2016-02-02 13:29:51,"2621 DELAWARE AVE,FLINT,48506",43,0
2016-01-27 13:01:18,"908 LIPPINCOTT,FLINT,48503",42,250
2016-01-21 16:01:24,"3417.5GRUNNARD,FLINT,48503",42,210
2015-12-29 15:13:19,"1201 N GRAND TRAVERSE,FLINT,48503",42,100
2015-11-24 15:03:13,"318 BUCKINGHAM #3,FLINT,48507",42,50
2015-10-01 12:46:35,"2319 BAGLEY,FLINT,48504",41,1040
2016-01-07 15:18:12,"1201 N GRAND TRAVERSE,FLINT,",41,650
2016-01-22 12:37:30,"348 E ATHERTON RD,FLINT,48507",41,570
2016-01-21 16:12:46,"1925 OWEN ST,FLINT,48503",41,250
2016-01-27 13:14:11,"2957 CARR ST A1,FLINT,48506",41,170
2015-12-18 15:08:12,"1918 LEITH 1,FLINT,48506",41,150
2016-01-26 12:25:10,"622 EDMUND ST,FLINT,48505",41,110
2016-01-26 12:18:37,"3302 HAWTHORNE DR,FLINT,48503",41,90
2016-02-01 14:32:51,"813 E THIRD ST APT #1/IBAAD HUSAIN,FLINT,48503",41,0
2016-02-01 13:28:53,"3111 WESTWOOD PKWY,FLINT,48503",41,0
2016-01-31 12:38:19,"2406 WINDEMERE AVE,FLINT,48503",41,0
2016-01-26 12:21:14,"2607 WALTER ST,FLINT,48504",41,0
2016-01-27 13:15:48,"4102 CUSTER AVE,FLINT,48507",40,1080
2016-02-01 13:31:51,"1632 W COURT,FLINT,48503",40,610
2016-01-30 12:32:30,"607 THAYER ST APT 2,FLINT,48503",40,320
2016-02-04 13:22:56,"460 WESTCOMBE AVE,FLINT,48503",40,150
2015-12-18 15:08:13,"1642 BELLE AVE,FLINT,48506",40,120
2016-01-22 12:35:56,"2007 COPEMAN BLVD,FLINT,48504",40,0
2016-01-27 13:05:31,"1301 WEST COURT ST,FLINT,48503",39,1670
2016-01-27 13:02:51,"3508 PITKIN AVE,FLINT,48506",39,110
2016-02-10 14:13:20,"510 E ATHERTON RD,FLINT,48507",39,0
2016-02-02 13:25:25,"927 BLANCHARD AVE,FLINT,48503",38,2200
2016-01-27 13:15:09,"812 LEITH ST,FLINT,48505",38,110
2016-02-01 13:23:13,"3752 LORRAINE AVE,FLINT,48506",38,70
2016-02-04 13:23:00,"3201 W COURT ST,FLINT,48503",38,0
2016-02-01 13:24:55,"733 CRAWFORD STREET,FLINT,48507",37,770
2016-02-09 13:41:11,"2522 NORBERT ST,FLINT,48504",37,490
2016-02-12 13:44:49,"418 W JAMIESON,FLINT,48505",37,410
2016-02-10 14:29:11,"3610 W COURT ST,FLINT,48532",37,260
2016-01-19 16:25:29,"4026 PROCTOR,FLINT,48504",37,60
2016-01-28 13:40:41,"1621 STOCKER AVE,FLINT,48503",37,50
2016-02-08 13:29:34,"3621 PENBROOK #7,FLINT,48507",37,0
2016-01-21 15:30:00,"3213 FOREST HILL AVE,FLINT,48504",36,420
2016-02-13 12:24:20,"2120 KANSAS AVE,FLINT,48506",36,360
2016-02-09 13:43:51,"1943 LAUREL OAK DR,FLINT,48507",36,290
2016-02-06 12:08:38,"3725 BRENTWOOD DR,FLINT,48503",36,280
2016-02-08 13:09:29,"2014 MARYLAND AVE,FLINT,48506",36,250
2016-01-30 12:31:10,"2010 MONTCLAIR AVE,FLINT,48503",36,200
2016-01-28 13:07:24,"3513 HOGARTH AVE,FLINT,48503",36,190
2016-02-03 13:39:57,"2406 PIERCE ST,FLINT,48503",36,180
2016-01-27 13:58:13,"2314 PENNSYLVANIA AVE,FLINT,48506",36,140
2016-02-14 12:02:13,"846 LELAND ST,FLINT,48507",36,0
2016-01-27 13:00:57,"2038 CHURCH ST,FLINT,48503",36,0
2015-11-18 14:33:01,"1134 SIMCOE AVE,FLINT,48507",36,0
2015-10-26 15:42:05,"225 W COURT ST #2,FLINT,48503",36,0
2016-01-07 15:18:07,"1201 N GRAND TRAVERSE,FLINT,",35,3620
2015-10-06 12:08:12,"2400 N SAGINAW ST BLDG E,FLINT,48505",35,2570
2016-01-21 13:42:44,"3411 KELLAR AVENUE,FLINT,",35,630
2016-01-21 16:13:40,"2707 CHICAGO BLVD,FLINT,48503",35,530
2016-01-31 13:05:57,"222 MONROE ST,FLINT,48503",35,330
2016-01-21 13:36:41,"5713 MARLOWE DR,FLINT,48504",35,300
2016-01-24 12:08:56,"1233 ROOSEVELT AVE,FLINT,48503",35,170
2016-02-08 13:08:33,"967 STOCKER AVE,FLINT,48503",35,100
2016-01-07 15:17:54,"1201 N GRAND TRAVERSE,FLINT,",35,70
2016-02-12 13:02:15,"3800 RICHFIELD RD #202,FLINT,48506",35,0
2016-02-05 13:32:59,"722 W PATERSON ST,FLINT,48504",35,0
2016-02-03 13:38:51,"1961 MILLER RD,FLINT,48503",35,0
2016-01-30 12:29:13,"1417 DAKOTA AVE,FLINT,48506",35,0
2016-01-28 13:03:40,"1305 BLANCHARD AVE,FLINT,48503",35,0
2016-01-19 16:18:25,"615 HARRISON ST,FLINT,48502",34,1080
2016-02-11 13:01:50,"2630 PROCTOR AVE,FLINT,48504",34,610
2016-01-28 13:06:45,"3411 SUNSET DR,FLINT,48503",34,210
2016-01-27 13:07:23,"218 PEES AVE,FLINT,48503",34,160
2016-02-01 13:27:13,"3217 FLEMING RD,FLINT,48504",34,110
2016-01-26 13:57:33,"2407 LEITH ST,FLINT,48506",34,50
2016-02-01 13:23:21,"2530 WALTER,FLINT,",34,0
2016-01-29 12:42:22,"2011 WOLCOTT ST,FLINT,48504",34,0
2016-02-09 13:42:00,"402 S BALLENGER HWY,FLINT,48532",33,380
2016-02-02 13:19:18,"1010 S GRAND TRAVERSE,FLINT,48503",33,340
2016-01-27 13:05:19,"1813 W MCCLELLAN,FLINT,",33,230
2016-02-13 12:24:37,"2102 WELCH BLVD,FLINT,48504",33,190
2016-02-11 13:24:30,"3213 IROQUOIS AVE,FLINT,48505",33,160
2016-02-04 13:13:27,"3010 CHEYENNE,FLINT,48507",33,130
2016-01-15 11:00:52,"3115 LAWNDALE,FLINT,48504",33,110
2016-02-02 13:30:55,"3014 COLORADO AVE,FLINT,48506",33,100
2016-01-21 16:20:51,"4105 PENGELLY RD,FLINT,",33,90
2015-11-09 15:02:24,"227 E ALMA AVE,FLINT,48505",33,70
2016-02-02 13:19:16,"2931 CLEMENT ST,FLINT,48504",33,0
2016-01-23 12:02:02,"3207 COMANCHE,FLINT,48507",32,2460
2016-01-21 16:32:58,"2720 WESTWOOD PARKWAY,FLINT,48503",32,1150
2016-01-07 15:17:18,"121 OLIVER,FLINT,",32,290
2016-01-29 13:03:34,"4002 W KEARLSEY ST,FLINT,48532",32,230
2016-01-30 12:31:16,"1612 DUPONT ST,FLINT,48504",32,180
2016-01-21 13:34:12,"1626 HUGHES AVE,FLINT,48503",32,160
2016-02-13 12:29:15,"634 E BISHOP AVE,FLINT,48505",32,100
